|Station|Date|Min_temp|Max_temp|Rainfall|Dir_max_wind_gust|Speed_max_wind_gust|Time_max_wind_gust|temp_9am|hum_9am|cloud_9am|wind_dir_9am|wind_speed_9am|press_9am|temp_3pm|hum_3pm|cloud_3pm|wind_dir_3pm|wind_speed_3pm|press_3pm|Month
194|QUN|11-11-2015|20.0|30.3|0.0|0|50.0|15:54|26.8|59.0|6.0|3|10|1016.5|27.3|53.0|5.57425742574|2|26.0|1014.5|11
44|QUN|14-06-2015|17.1|23.7|17.6|2|50.0|12:16|18.1|99.0|6.0|10|8|1022.5|22.3|70.0|5.57425742574|1|26.0|1019.6|6
67|MAL|07-07-2015|7.4|14.2|2.2|3|17.0|0:01|9.5|84.0|6.0|4|3|1022.5|12.0|75.0|5.57425742574|12|11|1022.6|7
118|CAN|27-09-2015|1.4|20.0|0.0|7|31.0|14:26|11.3|63.0|6.0|1|38|1025.5|18.8|43.0|5.57425742574|8|17|1020.2|9
20|MAL|21-05-2015|10.3|13.6|6.2|8|33.0|0:36|11.3|84.0|6.0|13|37|1023.5|12.4|81.0|5.57425742574|12|7|1023.4|5
202|MAL|19-11-2015|15.6|31.5|0.0|11|46.0|15:47|25.0|49.0|6.0|4|6|1011.5|23.1|66.0|5.57425742574|12|11|1012.9|11
195|CAN|13-12-2015|7.3|27.7|0.0|7|37.0|12:12|16.0|62.0|6.0|8|2|1017.4|24.3|23.0|7.0|4|22|1013.5|12
157|CAN|05-11-2015|13.5|22.3|2.2|4|37.0|10:18|14.7|91.0|8.0|5|39|1012.7|22.0|66.0|8.0|5|19|1007.9|11
17|MAL|18-05-2015|7.2|20.4|0.0|3|30.0|12:44|9.9|83.0|6.0|6|39|1030.1|19.7|45.0|5.57425742574|4|17|1024.2|5
227|QUN|14-12-2015|21.0|32.8|0.0|0|43.0|17:38|27.7|57.0|6.0|10|11|1016.2|29.7|54.0|5.57425742574|2|26.0|1013.1|12
85|MAL|25-07-2015|9.4|13.3|0.8|3|54.0|19:44|10.6|62.0|6.0|4|6|1013.7|12.7|58.0|5.57425742574|7|24|1011.8|7
121|CAN|30-09-2015|1.7|21.3|0.0|-1|37.8098693759||13.7|69.0|6.0|13|38|1022.6|20.3|31.0|5.57425742574|7|24|1020.3|9
16|MAL|17-05-2015|7.4|20.5|0.0|6|31.0|10:46|10.9|83.0|6.0|6|18|1034.0|20.4|46.0|5.57425742574|4|9|1031.3|5
10|MAL|11-05-2015|12.4|15.9|2.6|7|43.0|0:49|13.7|77.0|6.0|16|20|1011.4|15.6|58.0|5.57425742574|14|13|1013.0|5
199|CAN|17-12-2015|10.4|30.2|16.0|14|30.0|11:10|17.6|73.0|4.0|9|3|1017.9|27.3|31.0|1.0|15|13|1014.5|12
34|QUN|04-06-2015|15.3|22.8|0.0|0|26.0|13:42|19.8|74.0|6.0|11|4|1021.3|20.3|78.0|5.57425742574|1|13.0|1018.6|6
201|CAN|19-12-2015|15.4|36.3|0.0|7|37.0|15:34|25.6|47.0|6.0|7|2|1015.3|33.3|21.0|5.57425742574|15|17|1011.9|12
119|QUN|28-08-2015|17.8|27.3|0.0|1|30.0|13:46|21.9|82.0|6.0|15|1|1022.0|25.1|61.0|5.57425742574|5|15.0|1017.7|8
9|QUN|10-05-2015|13.8|27.2|0.0|12|30.0|12:01|18.9|51.0|6.0|13|35|1018.6|26.6|23.0|5.57425742574|16|13.0|1014.3|5
131|CAN|10-10-2015|5.9|27.4|8.6|7|30.0|13:45|13.2|82.0|6.0|10|39|1029.9|24.5|45.0|1.0|8|24|1025.8|10
135|QUN|13-09-2015|16.3|27.0|0.0|0|52.0|16:48|22.5|59.0|6.0|10|10|1025.5|23.2|60.0|5.57425742574|1|30.0|1022.1|9
111|MAL|20-08-2015|6.1|17.1|0.0|3|44.0|11:03|11.0|61.0|6.0|4|6|1025.3|16.3|46.0|5.57425742574|4|26|1021.4|8
47|QUN|17-06-2015|18.7|25.7|0.0|6|43.0|11:55|23.1|78.0|6.0|5|6|1016.4|18.3|99.0|5.57425742574|12|7.0|1014.6|6
153|QUN|01-10-2015|17.7|29.1|0.0|1|33.0|13:05|25.1|53.0|6.0|2|3|1026.1|23.9|57.0|5.57425742574|5|17.0|1023.8|10
206|QUN|23-11-2015|22.0|31.1|0.0|4|30.0|13:12|28.7|54.0|6.0|5|6|1015.6|29.0|58.0|5.57425742574|5|15.0|1012.0|11
189|MAL|06-11-2015|16.6|18.7|17.6|11|31.0|21:31|17.0|100.0|6.0|13|3|1008.8|17.2|92.0|5.57425742574|14|9|1010.0|11
197|CAN|15-12-2015|12.4|30.3|0.0|1|37.0|19:08|19.8|34.0|1.0|3|0|1014.9|28.3|19.0|8.0|10|17|1012.9|12
17|CAN|18-05-2015|-2.2|17.9|0.0|13|19.0|13:34|4.8|70.0|6.0|9|39|1033.0|17.7|42.0|5.57425742574|7|9|1027.1|5
169|CAN|17-11-2015|7.0|26.5|0.0|3|44.0|15:34|16.5|67.0|6.0|5|35|1018.8|25.7|33.0|5.0|14|15|1014.6|11
39|MAL|09-06-2015|10.3|13.5|4.0|14|50.0|0:52|10.8|72.0|6.0|14|39|1021.4|12.6|58.0|5.57425742574|13|9|1023.8|6
73|CAN|13-07-2015|3.6|13.6|1.4|13|48.0|11:44|7.8|72.0|7.0|8|21|1004.6|13.0|46.0|5.57425742574|16|26|1006.1|7
34|MAL|04-06-2015|4.4|11.3|0.0|3|56.0|12:30|7.6|74.0|6.0|4|21|1019.5|9.0|79.0|5.57425742574|4|9|1015.8|6
96|MAL|05-08-2015|6.6|10.8|1.0|11|41.0|12:02|9.5|76.0|6.0|15|5|1012.9|9.5|68.0|5.57425742574|12|13|1013.4|8
140|MAL|18-09-2015|10.5|14.7|0.0|11|24.0|15:59|11.8|91.0|6.0|12|3|1029.2|13.4|76.0|5.57425742574|12|13|1027.8|9
123|CAN|02-10-2015|0.9|24.9|0.0|3|30.0|15:05|14.8|70.0|6.0|1|37|1034.4|24.5|29.0|5.57425742574|7|19|1030.7|10
91|QUN|31-07-2015|13.9|25.2|0.0|10|28.0|0:42|20.0|64.0|6.0|10|6|1024.0|23.6|36.0|5.57425742574|5|11.0|1020.5|7
60|MAL|30-06-2015|5.0|14.2|0.0|11|15.0|12:47|7.5|88.0|6.0|2|35|1029.5|13.3|51.0|5.57425742574|16|6|1027.1|6
240|MAL|27-12-2015|11.9|19.4|5.2|8|43.0|0:03|15.0|58.0|6.0|16|39|1022.7|19.0|54.0|5.57425742574|9|17|1023.9|12
22|MAL|23-05-2015|10.4|13.3|0.0|11|22.0|13:38|11.5|66.0|6.0|11|37|1033.4|12.2|67.0|5.57425742574|12|9|1031.7|5
92|QUN|01-08-2015|14.5|25.4|0.0|1|24.0|12:52|17.8|65.0|6.0|9|0|1023.7|23.3|52.0|5.57425742574|5|15.0|1020.8|8
25|CAN|26-05-2015|-4.5|15.2|0.2|14|15.0|12:39|2.9|91.0|6.0|4|37|1031.1|13.0|51.0|5.57425742574|15|11|1026.5|5
146|MAL|24-09-2015|5.1|14.3|0.0|11|31.0|14:27|12.2|67.0|6.0|10|3|1034.7|13.9|70.0|5.57425742574|12|15|1032.2|9
66|QUN|06-07-2015|13.7|24.8|0.0|10|20.0|0:02|18.5|74.0|6.0|10|1|1020.1|23.1|40.0|5.57425742574|2|13.0|1016.5|7
61|CAN|01-07-2015|-4.1|10.0|0.0|3|28.0|18:46|0.0|99.0|8.0|7|37|1028.8|9.6|55.0|5.57425742574|7|17|1024.3|7
168|QUN|16-10-2015|18.4|28.6|0.0|0|46.0|10:45|25.3|59.0|6.0|3|13|1022.7|25.6|55.0|5.57425742574|1|31.0|1019.1|10
99|MAL|08-08-2015|8.8|12.6|0.4|11|13.0|5:06|9.8|96.0|6.0|12|0|1025.9|12.3|71.0|5.57425742574|3|2|1023.4|8
213|CAN|31-12-2015|11.4|34.0|0.0|1|37.0|18:27|21.0|45.0|6.0|14|3|1018.1|31.6|13.0|5.57425742574|6|13|1013.8|12
117|QUN|26-08-2015|18.4|28.2|0.0|4|33.0|14:46|21.2|89.0|6.0|8|4|1022.3|24.6|69.0|5.57425742574|5|17.0|1017.9|8
1|CAN|02-05-2015|7.6|19.4|0.0|0|26.0|10:56|13.8|94.0|8.0|9|18|1024.0|18.6|64.0|8.0|1|11|1019.5|5
81|QUN|21-07-2015|14.5|21.1|1.0|9|44.0|11:51|16.6|84.0|6.0|11|10|1026.7|20.3|66.0|5.57425742574|3|19.0|1024.9|7
123|QUN|01-09-2015|11.9|24.9|0.0|5|30.0|14:24|18.8|37.0|6.0|14|1|1019.6|23.0|40.0|5.57425742574|6|13.0|1014.8|9
156|MAL|04-10-2015|13.9|24.9|0.0|3|22.0|0:10|18.8|62.0|6.0|11|37|1021.9|23.3|42.0|5.57425742574|16|9|1019.9|10
224|QUN|11-12-2015|23.3|33.3|0.0|4|39.0|13:00|29.7|56.0|6.0|3|1|1013.7|31.0|57.0|5.57425742574|5|20.0|1008.9|12
11|MAL|12-05-2015|12.8|17.4|0.0|7|44.0|12:21|13.2|72.0|6.0|14|20|1011.7|13.1|57.0|5.57425742574|16|19|1011.5|5
45|QUN|15-06-2015|17.7|25.0|0.2|2|44.0|9:16|21.3|79.0|6.0|10|10|1021.7|23.9|67.0|5.57425742574|2|13.0|1019.7|6
83|CAN|23-07-2015|4.3|10.8|6.6|12|13.0|13:02|7.4|99.0|7.0|0|40|1028.0|9.6|96.0|8.0|7|9|1025.1|7
170|CAN|18-11-2015|9.6|30.0|0.0|14|54.0|13:46|22.2|38.0|6.0|7|27|1014.5|29.1|22.0|5.57425742574|15|37|1012.0|11
157|QUN|05-10-2015|17.4|29.4|0.0|1|28.0|14:44|24.8|59.0|6.0|3|6|1026.5|25.5|57.0|5.57425742574|2|19.0|1023.2|10
27|CAN|28-05-2015|0.1|14.8|0.0|6|44.0|22:20|7.1|99.0|8.0|5|37|1024.8|14.2|74.0|8.0|7|13|1021.1|5
156|QUN|04-10-2015|17.4|27.6|0.0|0|46.0|17:34|23.6|58.0|6.0|3|12|1028.2|24.7|54.0|5.57425742574|1|26.0|1024.1|10
76|MAL|16-07-2015|6.6|12.3|0.2|9|30.0|11:01|10.5|70.0|6.0|11|5|1024.6|10.8|73.0|5.57425742574|12|15|1022.4|7
173|MAL|21-10-2015|17.6|18.3|2.4|11|39.0|16:36|18.2|76.0|6.0|13|38|1012.4|15.7|87.0|5.57425742574|12|15|1014.5|10
118|QUN|27-08-2015|18.5|27.1|0.0|5|31.0|16:28|22.9|77.0|6.0|5|4|1022.3|24.9|60.0|5.57425742574|5|19.0|1018.7|8
166|CAN|14-11-2015|11.6|15.3|8.8|-1|37.8098693759||12.4|86.0|8.0|9|39|1014.7|14.3|80.0|7.0|3|13|1013.7|11
232|MAL|19-12-2015|19.2|41.2|0.0|3|54.0|16:21|32.7|28.0|6.0|6|19|1007.4|40.2|15.0|5.57425742574|7|20|1002.9|12
211|CAN|29-12-2015|9.2|30.2|0.0|1|37.0|17:16|16.2|57.0|6.0|3|5|1022.0|27.0|16.0|5.57425742574|14|15|1017.7|12
120|MAL|29-08-2015|6.3|11.7|1.8|11|43.0|14:07|8.5|69.0|6.0|14|4|1027.3|10.9|82.0|5.57425742574|13|11|1025.1|8
68|MAL|08-07-2015|4.9|14.8|0.2|7|31.0|13:47|6.5|92.0|6.0|6|4|1027.4|14.0|55.0|5.57425742574|4|13|1025.7|7
90|CAN|30-07-2015|-2.5|12.3|0.0|6|48.0|13:02|8.0|72.0|6.0|8|26|1026.2|9.9|59.0|5.57425742574|8|30|1021.7|7
161|CAN|09-11-2015|9.7|27.8|0.0|13|24.0|14:28|13.5|81.0|8.0|16|37|1021.3|26.7|30.0|5.57425742574|16|9|1015.3|11
236|QUN|23-12-2015|21.8|32.8|0.0|1|33.0|14:50|28.5|55.0|6.0|1|9|1013.9|30.1|50.0|5.57425742574|2|20.0|1009.9|12
6|QUN|07-05-2015|18.2|28.1|0.0|11|37.0|8:50|19.9|44.0|6.0|12|21|1017.3|27.0|27.0|5.57425742574|16|11.0|1013.9|5
163|QUN|11-10-2015|17.6|28.7|0.2|0|41.0|9:55|22.8|50.0|6.0|1|13|1025.1|25.3|42.0|5.57425742574|1|24.0|1021.7|10
233|MAL|20-12-2015|25.9|37.8|0.0|8|54.0|13:44|34.0|21.0|6.0|4|28|1000.8|22.4|74.0|5.57425742574|9|22|1004.7|12
31|CAN|01-06-2015|1.4|10.8|1.2|7|44.0|0:08|4.9|66.0|6.0|11|20|1018.5|9.6|30.0|8.0|13|24|1019.3|6
109|CAN|18-09-2015|3.5|16.8|0.0|2|31.0|15:31|11.0|59.0|4.0|10|21|1027.8|14.8|47.0|5.0|10|17|1025.9|9
78|MAL|18-07-2015|6.1|11.5|0.4|11|26.0|2:50|7.7|81.0|6.0|9|2|1030.8|10.3|56.0|5.57425742574|12|13|1030.8|7
32|CAN|02-06-2015|-7.0|11.7|0.0|10|35.0|11:32|0.7|82.0|6.0|5|35|1026.2|11.1|44.0|5.57425742574|14|13|1023.8|6
20|CAN|21-05-2015|1.0|16.1|0.0|14|20.0|14:57|7.2|98.0|8.0|0|40|1021.0|15.2|50.0|8.0|15|9|1018.9|5
170|QUN|18-10-2015|19.1|29.0|0.0|0|61.0|14:35|25.0|49.0|6.0|3|14|1022.8|25.6|55.0|5.57425742574|1|43.0|1019.7|10
182|CAN|30-11-2015|7.9|28.4|0.0|7|48.0|13:21|18.1|63.0|6.0|6|39|1011.4|27.4|23.0|5.57425742574|14|24|1009.1|11
229|QUN|16-12-2015|21.8|32.3|0.0|0|44.0|16:27|28.5|51.0|6.0|3|11|1013.8|29.9|48.0|5.57425742574|2|24.0|1010.5|12
124|CAN|03-10-2015|2.8|26.5|0.0|6|43.0|13:27|15.4|62.0|6.0|4|37|1032.8|26.0|27.0|5.57425742574|8|28|1027.0|10
131|QUN|09-09-2015|16.8|27.9|0.0|11|30.0|9:33|19.9|28.0|6.0|9|5|1022.3|24.1|36.0|5.57425742574|2|20.0|1018.7|9
203|QUN|20-11-2015|20.0|29.2|0.0|1|31.0|13:55|25.9|66.0|6.0|1|8|1018.2|27.3|58.0|5.57425742574|2|19.0|1015.6|11
43|QUN|13-06-2015|17.1|22.6|0.6|2|61.0|12:54|20.6|67.0|6.0|10|13|1023.3|19.1|91.0|5.57425742574|3|30.0|1020.7|6
53|QUN|23-06-2015|15.5|23.7|0.0|2|48.0|11:20|18.0|78.0|6.0|11|9|1025.0|21.8|56.0|5.57425742574|1|28.0|1022.6|6
0|MAL|01-05-2015|7.9|23.1|0.0|4|28.0|13:39|11.8|76.0|6.0|6|39|1028.0|22.7|38.0|5.57425742574|6|15|1023.2|5
68|CAN|08-07-2015|-3.0|12.6|0.0|2|19.0|2:45|3.4|79.0|6.0|3|39|1029.9|12.3|44.0|5.57425742574|8|6|1027.9|7
196|MAL|13-11-2015|13.5|18.2|0.4|8|39.0|12:21|14.0|92.0|6.0|13|3|1017.4|17.6|61.0|5.57425742574|9|19|1017.1|11
133|MAL|11-09-2015|5.1|20.1|0.0|6|54.0|10:51|13.9|64.0|6.0|4|9|1028.7|19.7|44.0|5.57425742574|4|24|1024.9|9
46|MAL|16-06-2015|9.5|16.1|5.0|3|20.0|12:51|11.8|100.0|6.0|0|40|1017.7|15.3|80.0|5.57425742574|8|6|1014.5|6
62|CAN|02-07-2015|-0.8|10.8|0.0|6|48.0|11:53|4.7|85.0|4.0|8|19|1022.0|10.4|44.0|2.0|16|28|1018.9|7
31|QUN|01-06-2015|18.2|25.4|0.2|11|31.0|23:29|19.8|94.0|6.0|16|4|1017.3|23.7|63.0|5.57425742574|11|13.0|1015.0|6
123|MAL|01-09-2015|5.1|16.2|0.0|5|20.0|11:27|8.6|75.0|6.0|6|4|1017.6|14.3|52.0|5.57425742574|12|11|1013.7|9
152|QUN|30-09-2015|17.1|28.1|0.2|4|33.0|14:50|24.3|62.0|6.0|2|6|1023.5|23.4|58.0|5.57425742574|5|17.0|1020.4|9
122|MAL|31-08-2015|8.1|13.0|0.0|8|26.0|13:31|10.1|66.0|6.0|12|2|1021.3|11.4|60.0|5.57425742574|12|11|1019.0|8
84|QUN|24-07-2015|16.8|26.2|0.0|1|26.0|13:36|21.5|79.0|6.0|1|3|1022.1|21.2|82.0|5.57425742574|5|11.0|1018.4|7
44|MAL|14-06-2015|5.8|17.4|0.0|5|15.0|8:54|7.1|88.0|6.0|6|18|1028.3|16.2|68.0|5.57425742574|0|Calm|1025.1|6
160|MAL|08-10-2015|7.6|18.6|0.0|11|28.0|15:09|11.1|71.0|6.0|5|39|1036.5|17.6|56.0|5.57425742574|12|17|1032.0|10
185|MAL|02-11-2015|14.5|16.0|0.0|11|37.0|10:11|15.6|80.0|6.0|14|2|1012.8|15.0|70.0|5.57425742574|12|17|1015.3|11
95|QUN|04-08-2015|14.6|26.4|0.0|12|30.0|7:27|17.5|48.0|6.0|13|6|1019.1|23.9|37.0|5.57425742574|12|7.0|1015.7|8
62|QUN|02-07-2015|13.6|23.7|0.0|12|33.0|4:25|16.1|69.0|6.0|13|3|1022.5|23.0|35.0|5.57425742574|9|9.0|1018.1|7
129|QUN|07-09-2015|16.8|27.4|0.0|4|44.0|18:58|22.1|68.0|6.0|1|3|1022.8|24.7|51.0|5.57425742574|5|13.0|1019.9|9
222|MAL|09-12-2015|15.4|24.6|0.0|10|41.0|16:36|20.3|54.0|6.0|8|18|1014.4|23.3|47.0|5.57425742574|9|17|1013.6|12
126|QUN|04-09-2015|15.6|26.9|0.0|12|33.0|2:51|19.2|38.0|6.0|13|8|1019.5|24.3|39.0|5.57425742574|5|15.0|1015.3|9
142|CAN|21-10-2015|15.0|23.8|2.6|13|41.0|13:30|20.6|70.0|2.0|4|38|1014.6|18.0|78.0|5.0|13|13|1013.7|10
107|CAN|16-09-2015|-1.5|17.5|0.0|6|39.0|15:23|9.9|67.0|6.0|1|35|1018.6|16.5|46.0|5.57425742574|8|26|1015.1|9
176|QUN|24-10-2015|20.0|29.1|4.6|0|46.0|9:09|23.3|82.0|6.0|1|13|1020.3|26.5|63.0|5.57425742574|2|24.0|1017.9|10
185|QUN|02-11-2015|21.6|30.7|0.0|5|31.0|14:16|28.3|54.0|6.0|5|6|1018.4|27.3|58.0|5.57425742574|5|17.0|1015.0|11
72|MAL|12-07-2015|3.4|12.3|1.6|11|37.0|15:50|6.1|87.0|6.0|8|3|1006.6|9.5|100.0|5.57425742574|14|11|1004.2|7
139|MAL|17-09-2015|9.0|14.3|0.4|10|28.0|14:27|11.8|71.0|6.0|16|3|1023.2|13.2|71.0|5.57425742574|12|13|1024.7|9
177|CAN|25-11-2015|5.2|30.3|0.0|7|61.0|15:50|19.5|42.0|6.0|7|39|1012.7|29.1|18.0|5.57425742574|7|28|1006.8|11
64|MAL|04-07-2015|7.3|10.6|0.0|6|26.0|0:40|9.4|58.0|6.0|4|7|1022.6|9.2|79.0|5.57425742574|6|13|1021.6|7
57|QUN|27-06-2015|15.5|23.7|0.0|2|54.0|16:10|20.0|74.0|6.0|10|13|1026.6|22.5|61.0|5.57425742574|3|28.0|1023.8|6
74|MAL|14-07-2015|8.1|9.8|3.8|3|41.0|15:45|8.6|67.0|6.0|8|5|1013.3|8.0|75.0|5.57425742574|4|24|1009.0|7
96|QUN|05-08-2015|10.4|23.1|0.0|11|41.0|9:35|13.5|46.0|6.0|13|8|1019.7|22.0|21.0|5.57425742574|16|11.0|1014.2|8
38|QUN|08-06-2015|16.9|23.8|0.0|2|50.0|11:51|19.9|83.0|6.0|10|11|1024.5|22.9|50.0|5.57425742574|3|30.0|1021.6|6
116|MAL|25-08-2015|9.5|14.3|0.0|9|33.0|10:29|11.2|76.0|6.0|10|7|1026.5|13.6|61.0|5.57425742574|10|17|1025.2|8
157|MAL|05-10-2015|12.7|34.4|0.0|3|43.0|10:44|15.5|80.0|6.0|6|18|1020.8|33.3|17.0|5.57425742574|4|26|1016.2|10
142|QUN|20-09-2015|17.3|27.5|0.0|9|39.0|8:54|22.7|53.0|6.0|11|9|1018.4|23.8|59.0|5.57425742574|1|20.0|1015.1|9
3|CAN|04-05-2015|5.8|21.5|0.0|3|30.0|13:45|9.0|99.0|8.0|0|40|1018.4|21.0|58.0|5.57425742574|7|19|1014.1|5
222|QUN|09-12-2015|23.0|32.7|0.0|1|30.0|0:05|30.1|54.0|6.0|2|7|1019.3|30.6|50.0|5.57425742574|5|17.0|1016.3|12
58|MAL|28-06-2015|9.6|14.5|0.0|5|15.0|0:29|10.9|80.0|6.0|0|40|1034.0|13.8|66.0|5.57425742574|13|6|1032.8|6
82|QUN|22-07-2015|15.5|24.0|1.2|9|39.0|12:15|19.1|77.0|6.0|10|9|1025.7|22.1|70.0|5.57425742574|1|28.0|1022.3|7
40|CAN|10-06-2015|-3.3|14.4|0.0|8|30.0|14:00|6.0|72.0|6.0|10|39|1032.8|12.2|52.0|7.0|2|7|1032.4|6
113|MAL|22-08-2015|11.8|18.8|0.0|3|28.0|0:05|14.3|73.0|6.0|4|5|1015.8|17.0|59.0|5.57425742574|12|7|1014.4|8
26|MAL|27-05-2015|7.9|18.7|0.0|3|39.0|10:30|13.2|67.0|6.0|4|19|1021.0|18.1|57.0|5.57425742574|4|22|1017.6|5
35|QUN|05-06-2015|13.0|26.8|0.0|12|28.0|19:12|16.9|87.0|6.0|16|5|1020.9|25.5|27.0|5.57425742574|16|9.0|1016.6|6
24|CAN|25-05-2015|-2.0|14.6|0.0|-1|37.8098693759||3.3|85.0|6.0|0|40|1033.2|13.5|51.0|5.57425742574|7|2|1029.8|5
198|CAN|16-12-2015|13.1|27.0|0.0|2|48.0|10:44|21.0|62.0|6.0|10|5|1015.5|23.7|34.0|8.0|16|13|1014.1|12
35|MAL|05-06-2015|7.0|15.0|4.2|3|26.0|9:35|9.2|82.0|6.0|6|39|1021.5|13.8|63.0|5.57425742574|8|9|1022.4|6
73|QUN|13-07-2015|9.0|19.8|0.0|11|37.0|9:50|12.5|46.0|6.0|16|5|1020.8|19.0|27.0|5.57425742574|16|13.0|1015.7|7
77|QUN|17-07-2015|8.0|20.1|0.0|12|39.0|9:30|11.1|49.0|6.0|16|5|1021.1|19.9|27.0|5.57425742574|16|11.0|1017.7|7
15|CAN|16-05-2015|0.3|17.2|0.0|11|28.0|11:37|7.9|77.0|6.0|3|19|1037.7|16.7|46.0|5.57425742574|4|11|1034.2|5
203|MAL|20-11-2015|15.4|19.1|0.4|5|35.0|0:53|17.6|76.0|6.0|9|3|1012.8|16.8|84.0|5.57425742574|9|9|1013.5|11
119|MAL|28-08-2015|8.1|13.2|17.4|11|37.0|15:29|9.4|92.0|6.0|16|3|1026.0|11.9|70.0|5.57425742574|12|17|1024.9|8
85|CAN|25-07-2015|4.4|13.4|2.4|7|52.0|9:18|8.0|79.0|1.0|8|28|1018.1|10.7|60.0|2.0|15|24|1017.0|7
18|CAN|19-05-2015|3.8|14.4|0.0|7|41.0|18:15|8.8|99.0|6.0|0|40|1020.9|13.4|89.0|8.0|7|22|1015.0|5
38|MAL|08-06-2015|11.1|18.5|0.0|6|48.0|14:01|12.1|69.0|6.0|4|25|1017.0|18.1|53.0|5.57425742574|7|17|1013.1|6
206|MAL|23-11-2015|13.8|20.7|0.0|8|31.0|14:15|15.4|71.0|6.0|14|3|1017.0|20.2|53.0|5.57425742574|12|13|1015.8|11
102|QUN|11-08-2015|15.3|26.2|0.0|4|30.0|13:21|19.1|84.0|6.0|14|2|1021.2|23.8|59.0|5.57425742574|5|15.0|1017.0|8
200|QUN|17-11-2015|18.8|27.1|1.08395415473|2|54.0|14:14|24.9|71.0|6.0|3|13|1016.0|24.5|65.0|5.57425742574|3|33.0|1014.7|11
94|MAL|03-08-2015|7.3|10.8|6.4|13|52.0|5:58|7.7|76.0|6.0|15|5|1017.4|8.7|59.0|5.57425742574|13|6|1020.6|8
188|CAN|06-12-2015|11.2|32.7|0.0|2|41.0|16:13|22.6|33.0|6.0|12|3|1019.6|32.4|20.0|1.0|15|17|1015.3|12
103|MAL|12-08-2015|9.3|14.8|0.0|3|44.0|3:46|10.6|68.0|6.0|6|4|1003.0|11.8|70.0|5.57425742574|9|11|1005.2|8
33|QUN|03-06-2015|11.5|24.4|0.0|0|28.0|19:05|17.0|52.0|6.0|16|2|1021.1|22.5|52.0|5.57425742574|2|15.0|1018.1|6
19|QUN|20-05-2015|19.0|26.9|0.0|10|22.0|1:07|23.4|78.0|6.0|3|38|1020.0|25.9|67.0|5.57425742574|2|13.0|1017.0|5
63|CAN|03-07-2015|-7.0|10.5|0.0|6|28.0|16:04|0.5|84.0|6.0|0|40|1028.8|9.6|37.0|5.57425742574|8|17|1025.5|7
110|MAL|19-08-2015|5.5|12.7|0.0|11|19.0|12:20|8.1|76.0|6.0|6|5|1027.4|12.2|64.0|5.57425742574|12|7|1024.5|8
77|CAN|17-07-2015|4.2|10.8|0.4|8|54.0|2:47|5.9|58.0|6.0|9|27|1015.8|10.4|44.0|5.57425742574|11|22|1016.8|7
243|QUN|30-12-2015|20.0|31.5|0.0|0|57.0|16:49|26.6|45.0|6.0|10|10|1013.9|28.7|50.0|5.57425742574|1|31.0|1011.5|12
40|MAL|10-06-2015|7.5|13.4|0.0|-1|37.8098693759||9.5|81.0|6.0|13|39|1035.0|12.7|60.0|5.57425742574|12|13|1034.8|6
232|QUN|19-12-2015|20.5|31.3|0.0|1|54.0|14:43|27.4|53.0|6.0|3|10|1015.5|28.5|47.0|5.57425742574|2|35.0|1012.8|12
164|MAL|12-10-2015|11.3|16.1|0.6|8|35.0|13:11|12.3|87.0|6.0|9|18|1018.9|15.1|66.0|5.57425742574|9|15|1019.8|10
117|MAL|26-08-2015|9.2|14.6|0.2|2|19.0|0:09|10.9|71.0|6.0|6|1|1026.1|14.3|59.0|5.57425742574|12|6|1022.9|8
132|MAL|10-09-2015|10.0|15.7|0.0|11|20.0|13:01|11.8|84.0|6.0|13|2|1033.6|15.4|55.0|5.57425742574|9|13|1031.1|9
111|CAN|20-09-2015|3.6|19.6|0.0|3|28.0|14:37|11.8|67.0|6.0|16|38|1024.9|17.8|41.0|1.0|4|13|1020.4|9
208|MAL|25-11-2015|13.5|33.3|0.0|7|65.0|14:19|20.9|36.0|6.0|4|13|1005.5|32.5|17.0|5.57425742574|7|26|996.7|11
213|MAL|30-11-2015|10.0|32.2|0.0|7|83.0|18:16|17.9|58.0|6.0|5|5|1009.2|29.7|26.0|5.57425742574|4|24|1002.9|11
85|QUN|25-07-2015|18.1|26.2|0.0|9|26.0|9:26|19.6|94.0|6.0|10|8|1022.8|22.9|65.0|5.57425742574|5|7.0|1019.8|7
76|CAN|16-07-2015|-0.5|10.8|3.2|8|35.0|13:56|4.9|88.0|1.0|10|18|1018.9|9.4|65.0|8.0|12|24|1015.1|7
49|CAN|19-06-2015|2.2|11.2|5.6|8|37.0|9:48|7.4|70.0|6.0|11|21|1020.6|10.2|57.0|8.0|11|15|1019.7|6
89|MAL|29-07-2015|8.4|14.0|0.0|3|35.0|14:20|9.9|67.0|6.0|4|4|1033.3|12.6|54.0|5.57425742574|4|19|1029.0|7
52|MAL|22-06-2015|3.6|14.1|0.0|3|56.0|12:18|9.8|64.0|6.0|7|22|1025.2|13.0|53.0|5.57425742574|4|30|1021.9|6
87|MAL|27-07-2015|6.2|13.9|0.8|7|31.0|0:53|7.9|74.0|6.0|8|4|1027.9|13.3|55.0|5.57425742574|14|13|1028.1|7
36|CAN|06-06-2015|-3.9|13.9|0.0|7|19.0|13:23|-0.3|99.0|8.0|0|40|1030.7|13.3|56.0|5.57425742574|7|9|1028.6|6
