Station,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
39123,5/1/2015,17,25.9,26.4,,,SSE,44,1:00,20.8,84,,S,11,1014.6,23.3,63,,SW,15,1010.3
39123,5/2/2015,14.6,26.4,0,,,W,30,14:24,18,77,,WSW,11,1015,26.1,40,,W,11,1011.2
39123,5/3/2015,17.6,28.7,0,,,ENE,50,16:26,21.2,62,,WSW,9,1015,27.4,36,,WSW,9,1010.6
39123,5/4/2015,18.1,29.2,0,,,WSW,24,5:04,22.7,69,,SW,6,1014.4,27,58,,NE,11,1010.9
39123,5/5/2015,19.3,28.3,0,,,NE,24,13:45,23.5,77,,ENE,2,1014.5,26.2,68,,NE,11,1010.5
39123,5/6/2015,19.6,30.5,0,,,NNE,24,14:41,23.2,88,,WSW,7,1015.5,27.1,67,,NE,13,1012.5
39123,5/7/2015,18.2,28.1,0,,,SSW,37,8:50,19.9,44,,SSW,17,1017.3,27,27,,WSW,11,1013.9
39123,5/8/2015,14.6,26.9,0,,,SW,37,5:52,17.6,46,,SW,15,1017.7,26.4,42,,NNE,6,1013.7
39123,5/9/2015,15.8,26.9,0,,,SW,30,5:49,19.3,49,,WSW,7,1018.7,26.1,45,,NE,9,1015.5
39123,5/10/2015,13.8,27.2,0,,,SW,30,12:01,18.9,51,,SW,4,1018.6,26.6,23,,WSW,13,1014.3
39123,5/11/2015,16.3,27.7,0,,,WSW,24,19:12,20,44,,WSW,7,1019.6,26.8,21,,WSW,9,1014.8
39123,5/12/2015,14.1,27.3,0,,,SSE,24,9:17,19.8,49,,SSW,9,1018.2,25.4,37,,NE,11,1014.4
39123,5/13/2015,14.8,27.6,0,,,SSW,35,23:03,18.9,69,,WSW,7,1017.7,24.6,49,,NE,15,1014.4
39123,5/14/2015,11.1,20.8,0,,,SW,50,4:57,13.8,33,,SSW,20,1024.1,20.3,22,,SSW,17,1021.5
39123,5/15/2015,12.1,24.3,0,,,SSE,48,10:32,17.5,47,,SSW,15,1025.1,23.8,44,,ESE,20,1022
39123,5/16/2015,17.5,25.3,0,,,SE,57,11:43,21.3,64,,SE,28,1025.4,23.7,55,,ESE,28,1022.6
39123,5/17/2015,17.4,24.3,0,,,SSE,50,8:37,19.3,78,,SE,26,1025.8,21.6,72,,ESE,28,1023.2
39123,5/18/2015,17.9,25.7,0.2,,,ESE,43,9:11,21.9,70,,ESE,22,1023.4,24.8,56,,E,24,1020.5
39123,5/19/2015,18.2,26.7,0,,,E,31,12:27,22.3,76,,SE,17,1020.6,25.1,63,,ENE,13,1017.4
39123,5/20/2015,19,26.9,0,,,SSE,22,1:07,23.4,78,,ESE,7,1020,25.9,67,,ENE,13,1017
39123,5/21/2015,19.2,28.6,0,,,NE,26,12:43,22.5,87,, ,Calm,1019.5,25.5,73,,NE,13,1015.3
39123,5/22/2015,17.1,24.3,6.2,,,SW,37,0:35,19,74,,SSW,13,1018.5,23.4,27,,WSW,17,1016.3
39123,5/23/2015,12.6,24.3,0,,,SE,46,9:34,18.4,60,,SSE,17,1021.7,23,53,,ESE,19,1020.5
39123,5/24/2015,16.5,24.5,0,,,ESE,50,12:06,19.6,62,,SE,26,1025.3,23.5,52,,ESE,26,1023.6
39123,5/25/2015,17.1,25,0,,,SE,50,20:57,20.3,67,,SSE,24,1027.5,23.7,58,,E,20,1024.9
39123,5/26/2015,17,24.7,0,,,E,35,13:25,19.7,68,,SE,17,1026.5,20.7,80,,ENE,20,1022.5
39123,5/27/2015,17,25.9,0,,,E,31,18:50,21.2,73,,SE,15,1023.3,23.7,60,,ENE,17,1020.3
39123,5/28/2015,16.4,26.5,0,,,ENE,33,16:25,21.9,78,,SE,15,1023,23.7,63,,ENE,17,1020.8
39123,5/29/2015,18.2,26.8,0,,,ENE,26,11:45,21.5,81,,SE,11,1023.9,25.1,66,,ENE,17,1020.6
39123,5/30/2015,19.1,27.4,0,,,ENE,20,11:19,22.9,83,,ESE,7,1023,25.7,65,,ENE,11,1018.4
39123,5/31/2015,18.8,27.5,0.2,,,NE,22,14:34,21.9,97,, ,Calm,1019.8,25.4,70,,NE,11,1015.7
