Station,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
39123,8/1/2015,14.5,25.4,0,,,ENE,24,12:52,17.8,65,,S,2,1023.7,23.3,52,,NE,15,1020.8
39123,8/2/2015,16,26.1,0,,,ENE,20,14:56,19.8,74,,SE,6,1023.3,24.1,54,,ENE,13,1020.1
39123,8/3/2015,15.8,27,0.2,,,NE,28,13:34,18.3,93,,SW,6,1020.8,24.3,64,,NE,15,1016.2
39123,8/4/2015,14.6,26.4,0,,,SW,30,7:27,17.5,48,,SW,13,1019.1,23.9,37,,SSW,7,1015.7
39123,8/5/2015,10.4,23.1,0,,,SSW,41,9:35,13.5,46,,SW,17,1019.7,22,21,,WSW,11,1014.2
39123,8/6/2015,10.5,23,0,,,SW,37,22:20,14,42,,S,17,1020.1,21.7,28,,NE,11,1015.7
39123,8/7/2015,10.1,22,0,,,SW,35,8:39,13.3,45,,SW,17,1022.2,21,31,,NE,11,1018.6
39123,8/8/2015,10.5,24.5,0,,,SW,31,4:28,15,42,,SW,9,1022.1,22.3,36,,NE,15,1018.3
39123,8/9/2015,11.9,24.2,0,,,ENE,28,14:24,17.2,60,,NE,6,1022.4,21.8,49,,ENE,19,1018.5
39123,8/10/2015,13,25.4,0,,,NNE,30,13:41,19.2,64,,E,9,1021.6,22.5,63,,NE,15,1017.2
39123,8/11/2015,15.3,26.2,0,,,NE,30,13:21,19.1,84,,W,6,1021.2,23.8,59,,NE,15,1017
39123,8/12/2015,16.5,27.9,0,,,NW,37,11:10,20.1,87,,NW,9,1016.9,26.4,53,,N,15,1011.9
39123,8/13/2015,14.5,25.8,0,,,SSW,43,9:23,17.6,34,,SW,15,1020.6,25.2,18,,S,7,1017.3
39123,8/14/2015,11.8,24,0,,,S,28,0:29,15.8,43,,SSW,17,1025.1,22,27,,ENE,15,1022.1
39123,8/15/2015,13.1,24.9,0,,,E,31,15:55,19.1,44,,SE,7,1026.1,22.5,34,,ENE,19,1023.1
39123,8/16/2015,15.1,25.1,0,,,ENE,37,13:56,19.2,63,,SSE,13,1024.3,22.3,48,,ENE,24,1020.1
39123,8/17/2015,14.4,25.5,0,,,ENE,28,15:03,19.9,64,,SE,11,1020.5,21.4,59,,ENE,17,1015.4
39123,8/18/2015,14.6,27.3,0,,,NE,28,13:32,19,71,,WSW,4,1020.2,21.8,48,,NNE,13,1017.2
39123,8/19/2015,14.5,25.5,0,,,ENE,35,13:17,19.9,62,,SE,13,1023,22.8,49,,ENE,20,1020.5
39123,8/20/2015,15.9,25.7,0,,,E,48,15:58,20.7,57,,SE,24,1024.5,23.3,59,,E,28,1020.8
39123,8/21/2015,16,24,0.2,,,ESE,41,14:50,20,82,,SE,20,1023.2,21.7,72,,ESE,28,1020.6
39123,8/22/2015,18.3,23.2,4.4,,,E,43,17:21,19,99,,ESE,15,1023.3,21.1,94,,E,19,1020.4
39123,8/23/2015,18.8,27,8.4,,,ESE,28,0:25,23.1,87,,ENE,13,1023.1,24.6,68,,ENE,20,1020.5
39123,8/24/2015,18.3,26.6,0.2,,,NE,33,13:37,21.3,77,,N,7,1022.7,24,65,,NE,17,1018.6
39123,8/25/2015,18.3,28.1,0,,,NE,31,15:51,22.8,79,,NNE,7,1022,24.8,66,,NE,17,1018.4
39123,8/26/2015,18.4,28.2,0,,,NE,33,14:46,21.2,89,,NW,9,1022.3,24.6,69,,NE,17,1017.9
39123,8/27/2015,18.5,27.1,0,,,NNE,31,16:28,22.9,77,,NE,9,1022.3,24.9,60,,NE,19,1018.7
39123,8/28/2015,17.8,27.3,0,,,ENE,30,13:46,21.9,82,,WNW,4,1022,25.1,61,,NE,15,1017.7
39123,8/29/2015,18.6,27.3,0,,,SW,31,23:38,22,81,,ESE,9,1021.6,24.3,66,,NE,17,1017.5
39123,8/30/2015,15.8,24.9,13.8,,,SW,33,21:48,17.5,98,,SW,9,1018.3,24.3,63,,NNE,9,1014.3
39123,8/31/2015,12.9,25.6,0,,,WSW,39,13:54,17.8,44,,SW,9,1018.5,24.3,25,,WSW,13,1013.8
