Station,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
86338,9/1/2015,5.1,16.2,0,,,NNE,20,11:27,8.6,75,,NNE,9,1017.6,14.3,52,,SSW,11,1013.7
86338,9/2/2015,8,18.8,0,,,NNE,35,11:49,12.5,61,,N,13,1012.5,17.4,43,,NNE,20,1007
86338,9/3/2015,10.6,14,4.4,,,SSW,43,14:36,13.2,84,,SW,11,1012.8,12.9,78,,SSW,24,1017.2
86338,9/4/2015,8.7,13.7,0,,,SSW,24,1:18,11.9,50,,SE,9,1025.8,12.8,53,,S,11,1024.1
86338,9/5/2015,10.2,14,0,,,SSW,22,13:20,10.8,84,,SSW,7,1025.6,13.5,65,,SSW,13,1022.9
86338,9/6/2015,5.8,16.6,0,,,N,56,13:59,8.9,85,,NNE,11,1020.3,14.9,53,,N,30,1014.6
86338,9/7/2015,8.9,13.6,3.6,,,NNW,41,10:11,11,63,,WNW,15,1016.2,10.9,58,,WNW,13,1016.7
86338,9/8/2015,8.8,12.8,2,,,SSW,31,14:59,10.5,77,,SSW,11,1020.6,11.9,60,,SSW,19,1021.4
86338,9/9/2015,10,15.3,0,,,SSW,31,9:52,12.1,85,,W,9,1027.6,14.2,53,,SW,11,1027.9
86338,9/10/2015,10,15.7,0,,,SSW,20,13:01,11.8,84,,SW,6,1033.6,15.4,55,,S,13,1031.1
86338,9/11/2015,5.1,20.1,0,,,NNW,54,10:51,13.9,64,,N,19,1028.7,19.7,44,,N,24,1024.9
86338,9/12/2015,12.2,21.7,0,,,N,43,8:55,16.6,56,,N,26,1026.6,20,50,,N,17,1023.7
86338,9/13/2015,13.2,25.5,0,,,NNW,41,11:57,18.4,55,,NNE,13,1025.2,25.1,33,,N,20,1021.4
86338,9/14/2015,15.4,26.7,0,,,N,50,10:59,21.5,41,,N,15,1018,25.7,34,,N,28,1012.5
86338,9/15/2015,10.8,15.9,15.8,,,WNW,37,7:28,13,74,,W,13,1014,13.2,77,,S,11,1016.1
86338,9/16/2015,8.9,14.8,0,,,SSW,30,16:21,11.9,74,,W,6,1019.5,13.7,56,,SSW,7,1017.7
86338,9/17/2015,9,14.3,0.4,,,SSE,28,14:27,11.8,71,,WSW,7,1023.2,13.2,71,,SSW,13,1024.7
86338,9/18/2015,10.5,14.7,0,,,SSW,24,15:59,11.8,91,,SSW,7,1029.2,13.4,76,,SSW,13,1027.8
86338,9/19/2015,6.5,21.3,0,,,N,37,13:21,10.2,89,,NNW,9,1026.4,20.4,37,,NNW,20,1021.3
86338,9/20/2015,8.5,22.9,0,,,N,39,8:54,16.5,64,,N,22,1021,22.1,42,,N,20,1016.8
86338,9/21/2015,14,18.1,0,,,N,52,6:01,18.1,57,,NNW,13,1015.6,11.3,92,,S,15,1017.9
86338,9/22/2015,7.6,12.7,4.4,,,S,50,10:39,9.9,77,,SSW,13,1026.1,11.3,54,,SSW,17,1028.8
86338,9/23/2015,8.5,12.6,0,,,SSE,37,0:36,10.7,50,,SSE,15,1035.6,11.7,49,,S,19,1034.3
86338,9/24/2015,5.1,14.3,0,,,SSW,31,14:27,12.2,67,,SE,7,1034.7,13.9,70,,SSW,15,1032.2
86338,9/25/2015,5.8,19.1,0,,,SSE,37,15:52,12.6,67,,SSW,7,1035.2,16.2,65,,S,13,1030.9
86338,9/26/2015,6.6,17.9,0,,,S,20,16:23,10.1,100,,N,11,1031.8,17.3,52,,SSW,11,1027.1
86338,9/27/2015,9.8,20.2,0,,,SSE,20,16:52,11.6,97,,N,4,1025.7,18.7,43,,SSW,11,1021.8
86338,9/28/2015,8.3,21.4,0,,,SSW,31,20:27,13.9,68,,SSW,11,1017.5,17.8,44,,S,9,1015.4
86338,9/29/2015,9,16.9,0,,,NW,30,8:04,13.3,58,,W,9,1017.6,16.5,46,,W,9,1017.1
86338,9/30/2015,11.5,15.9,0,,,SSW,33,13:06,13.2,67,,S,11,1024.6,15.2,56,,S,15,1022.9
